datetime,date,time,hour,day_of_week,temperature_celsius,rain_mm,cloud_cover_percent,wind_speed_kmh
2025-10-27 00:00:00,2025-10-27,00:00:00,0,Monday,6.9,0.0,0,5.6
2025-10-27 01:00:00,2025-10-27,01:00:00,1,Monday,5.8,0.0,0,5.4
2025-10-27 02:00:00,2025-10-27,02:00:00,2,Monday,5.2,0.0,0,6.1
2025-10-27 03:00:00,2025-10-27,03:00:00,3,Monday,5.2,0.0,0,8.3
2025-10-27 04:00:00,2025-10-27,04:00:00,4,Monday,4.8,0.0,0,8.6
2025-10-27 05:00:00,2025-10-27,05:00:00,5,Monday,4.0,0.0,0,6.3
2025-10-27 06:00:00,2025-10-27,06:00:00,6,Monday,3.3,0.0,0,5.7
2025-10-27 07:00:00,2025-10-27,07:00:00,7,Monday,3.7,0.0,0,7.9
2025-10-27 08:00:00,2025-10-27,08:00:00,8,Monday,4.7,0.0,0,7.2
2025-10-27 09:00:00,2025-10-27,09:00:00,9,Monday,6.8,0.0,0,6.9
2025-10-27 10:00:00,2025-10-27,10:00:00,10,Monday,9.2,0.0,0,6.9
2025-10-27 11:00:00,2025-10-27,11:00:00,11,Monday,11.0,0.0,0,7.6
2025-10-27 12:00:00,2025-10-27,12:00:00,12,Monday,12.0,0.0,0,7.5
2025-10-27 13:00:00,2025-10-27,13:00:00,13,Monday,12.6,0.0,0,7.6
2025-10-27 14:00:00,2025-10-27,14:00:00,14,Monday,12.8,0.0,0,8.1
2025-10-27 15:00:00,2025-10-27,15:00:00,15,Monday,12.5,0.0,0,9.2
2025-10-27 16:00:00,2025-10-27,16:00:00,16,Monday,11.8,0.0,0,9.9
2025-10-27 17:00:00,2025-10-27,17:00:00,17,Monday,9.9,0.0,0,4.9
2025-10-27 18:00:00,2025-10-27,18:00:00,18,Monday,8.8,0.0,0,3.8
2025-10-27 19:00:00,2025-10-27,19:00:00,19,Monday,8.6,0.0,0,5.8
2025-10-27 20:00:00,2025-10-27,20:00:00,20,Monday,8.3,0.0,16,11.7
2025-10-27 21:00:00,2025-10-27,21:00:00,21,Monday,7.2,0.0,15,9.3
2025-10-27 22:00:00,2025-10-27,22:00:00,22,Monday,6.6,0.0,20,7.3
2025-10-27 23:00:00,2025-10-27,23:00:00,23,Monday,6.1,0.0,9,8.7
2025-10-28 00:00:00,2025-10-28,00:00:00,0,Tuesday,5.8,0.0,10,8.8
2025-10-28 01:00:00,2025-10-28,01:00:00,1,Tuesday,5.7,0.0,16,10.0
2025-10-28 02:00:00,2025-10-28,02:00:00,2,Tuesday,5.4,0.0,23,9.2
2025-10-28 03:00:00,2025-10-28,03:00:00,3,Tuesday,5.0,0.0,4,9.6
2025-10-28 04:00:00,2025-10-28,04:00:00,4,Tuesday,4.7,0.0,0,9.5
2025-10-28 05:00:00,2025-10-28,05:00:00,5,Tuesday,4.4,0.0,0,10.8
2025-10-28 06:00:00,2025-10-28,06:00:00,6,Tuesday,4.1,0.0,0,10.9
2025-10-28 07:00:00,2025-10-28,07:00:00,7,Tuesday,4.5,0.0,0,10.7
2025-10-28 08:00:00,2025-10-28,08:00:00,8,Tuesday,5.9,0.0,100,9.7
2025-10-28 09:00:00,2025-10-28,09:00:00,9,Tuesday,7.9,0.0,100,10.9
2025-10-28 10:00:00,2025-10-28,10:00:00,10,Tuesday,10.0,0.0,93,13.9
2025-10-28 11:00:00,2025-10-28,11:00:00,11,Tuesday,11.7,0.0,100,21.7
2025-10-28 12:00:00,2025-10-28,12:00:00,12,Tuesday,11.7,0.0,100,19.8
2025-10-28 13:00:00,2025-10-28,13:00:00,13,Tuesday,11.5,0.0,100,20.4
2025-10-28 14:00:00,2025-10-28,14:00:00,14,Tuesday,11.7,0.0,100,17.4
2025-10-28 15:00:00,2025-10-28,15:00:00,15,Tuesday,12.0,0.0,100,16.0
2025-10-28 16:00:00,2025-10-28,16:00:00,16,Tuesday,12.2,0.0,100,11.7
2025-10-28 17:00:00,2025-10-28,17:00:00,17,Tuesday,11.7,0.0,100,8.4
2025-10-28 18:00:00,2025-10-28,18:00:00,18,Tuesday,11.7,0.0,100,12.3
2025-10-28 19:00:00,2025-10-28,19:00:00,19,Tuesday,11.5,0.0,100,11.5
2025-10-28 20:00:00,2025-10-28,20:00:00,20,Tuesday,11.1,0.0,100,12.9
2025-10-28 21:00:00,2025-10-28,21:00:00,21,Tuesday,10.5,0.0,96,14.3
2025-10-28 22:00:00,2025-10-28,22:00:00,22,Tuesday,10.0,0.0,97,14.9
2025-10-28 23:00:00,2025-10-28,23:00:00,23,Tuesday,9.6,0.0,96,16.7
2025-10-29 00:00:00,2025-10-29,00:00:00,0,Wednesday,9.1,0.0,86,16.1
2025-10-29 01:00:00,2025-10-29,01:00:00,1,Wednesday,9.1,0.0,30,14.4
2025-10-29 02:00:00,2025-10-29,02:00:00,2,Wednesday,8.5,0.0,36,14.0
2025-10-29 03:00:00,2025-10-29,03:00:00,3,Wednesday,8.0,0.0,38,13.2
2025-10-29 04:00:00,2025-10-29,04:00:00,4,Wednesday,7.8,0.0,100,12.5
2025-10-29 05:00:00,2025-10-29,05:00:00,5,Wednesday,7.7,0.0,29,13.3
2025-10-29 06:00:00,2025-10-29,06:00:00,6,Wednesday,7.7,0.0,7,13.5
2025-10-29 07:00:00,2025-10-29,07:00:00,7,Wednesday,7.0,0.0,100,11.3
2025-10-29 08:00:00,2025-10-29,08:00:00,8,Wednesday,8.3,0.0,93,9.2
2025-10-29 09:00:00,2025-10-29,09:00:00,9,Wednesday,10.0,0.0,100,11.7
2025-10-29 10:00:00,2025-10-29,10:00:00,10,Wednesday,11.8,0.0,100,11.6
2025-10-29 11:00:00,2025-10-29,11:00:00,11,Wednesday,13.0,0.0,100,10.9
2025-10-29 12:00:00,2025-10-29,12:00:00,12,Wednesday,13.5,0.0,100,10.9
2025-10-29 13:00:00,2025-10-29,13:00:00,13,Wednesday,12.6,0.0,100,10.7
2025-10-29 14:00:00,2025-10-29,14:00:00,14,Wednesday,12.5,0.0,100,10.6
2025-10-29 15:00:00,2025-10-29,15:00:00,15,Wednesday,12.2,0.0,77,11.8
2025-10-29 16:00:00,2025-10-29,16:00:00,16,Wednesday,11.9,0.0,38,11.2
2025-10-29 17:00:00,2025-10-29,17:00:00,17,Wednesday,11.0,0.0,61,8.1
2025-10-29 18:00:00,2025-10-29,18:00:00,18,Wednesday,10.7,0.0,24,7.9
2025-10-29 19:00:00,2025-10-29,19:00:00,19,Wednesday,10.8,0.0,100,8.9
2025-10-29 20:00:00,2025-10-29,20:00:00,20,Wednesday,11.2,0.0,95,8.2
2025-10-29 21:00:00,2025-10-29,21:00:00,21,Wednesday,11.1,0.0,98,9.6
2025-10-29 22:00:00,2025-10-29,22:00:00,22,Wednesday,11.0,0.1,100,8.3
2025-10-29 23:00:00,2025-10-29,23:00:00,23,Wednesday,11.0,0.0,100,8.8
2025-10-30 00:00:00,2025-10-30,00:00:00,0,Thursday,10.7,0.1,100,13.1
2025-10-30 01:00:00,2025-10-30,01:00:00,1,Thursday,10.7,0.2,100,14.4
2025-10-30 02:00:00,2025-10-30,02:00:00,2,Thursday,11.0,0.0,100,13.9
2025-10-30 03:00:00,2025-10-30,03:00:00,3,Thursday,11.2,0.0,100,14.7
2025-10-30 04:00:00,2025-10-30,04:00:00,4,Thursday,11.4,0.4,100,15.5
2025-10-30 05:00:00,2025-10-30,05:00:00,5,Thursday,11.6,2.7,100,17.3
2025-10-30 06:00:00,2025-10-30,06:00:00,6,Thursday,11.8,0.9,100,18.4
2025-10-30 07:00:00,2025-10-30,07:00:00,7,Thursday,12.3,0.4,100,15.5
2025-10-30 08:00:00,2025-10-30,08:00:00,8,Thursday,13.0,0.4,100,17.1
2025-10-30 09:00:00,2025-10-30,09:00:00,9,Thursday,13.3,4.0,100,20.8
2025-10-30 10:00:00,2025-10-30,10:00:00,10,Thursday,14.2,0.8,100,24.5
2025-10-30 11:00:00,2025-10-30,11:00:00,11,Thursday,14.9,4.7,100,24.0
2025-10-30 12:00:00,2025-10-30,12:00:00,12,Thursday,15.1,5.6,100,26.5
2025-10-30 13:00:00,2025-10-30,13:00:00,13,Thursday,14.8,9.3,100,25.3
2025-10-30 14:00:00,2025-10-30,14:00:00,14,Thursday,15.6,4.3,100,25.8
2025-10-30 15:00:00,2025-10-30,15:00:00,15,Thursday,15.7,4.2,100,21.2
2025-10-30 16:00:00,2025-10-30,16:00:00,16,Thursday,15.9,1.7,100,16.3
2025-10-30 17:00:00,2025-10-30,17:00:00,17,Thursday,16.0,1.1,100,11.3
2025-10-30 18:00:00,2025-10-30,18:00:00,18,Thursday,16.4,0.8,91,14.3
2025-10-30 19:00:00,2025-10-30,19:00:00,19,Thursday,16.1,0.4,75,11.8
2025-10-30 20:00:00,2025-10-30,20:00:00,20,Thursday,15.8,0.6,96,10.2
2025-10-30 21:00:00,2025-10-30,21:00:00,21,Thursday,15.5,0.1,100,8.1
2025-10-30 22:00:00,2025-10-30,22:00:00,22,Thursday,15.1,1.7,98,8.0
2025-10-30 23:00:00,2025-10-30,23:00:00,23,Thursday,14.7,0.0,15,12.3
2025-10-31 00:00:00,2025-10-31,00:00:00,0,Friday,13.4,0.0,20,12.2
2025-10-31 01:00:00,2025-10-31,01:00:00,1,Friday,12.2,0.0,2,20.2
2025-10-31 02:00:00,2025-10-31,02:00:00,2,Friday,11.2,0.0,36,17.9
2025-10-31 03:00:00,2025-10-31,03:00:00,3,Friday,10.7,0.0,0,15.7
2025-10-31 04:00:00,2025-10-31,04:00:00,4,Friday,10.2,0.0,0,16.9
2025-10-31 05:00:00,2025-10-31,05:00:00,5,Friday,10.2,0.0,2,17.3
2025-10-31 06:00:00,2025-10-31,06:00:00,6,Friday,9.9,0.0,5,16.5
2025-10-31 07:00:00,2025-10-31,07:00:00,7,Friday,10.6,0.0,45,16.3
2025-10-31 08:00:00,2025-10-31,08:00:00,8,Friday,11.7,0.0,66,13.2
2025-10-31 09:00:00,2025-10-31,09:00:00,9,Friday,12.1,0.0,100,22.2
2025-10-31 10:00:00,2025-10-31,10:00:00,10,Friday,11.9,0.0,100,22.2
2025-10-31 11:00:00,2025-10-31,11:00:00,11,Friday,12.3,0.0,81,24.3
2025-10-31 12:00:00,2025-10-31,12:00:00,12,Friday,12.9,0.0,97,24.8
2025-10-31 13:00:00,2025-10-31,13:00:00,13,Friday,13.0,0.0,85,27.1
2025-10-31 14:00:00,2025-10-31,14:00:00,14,Friday,13.4,0.0,81,25.7
2025-10-31 15:00:00,2025-10-31,15:00:00,15,Friday,13.0,0.0,26,27.4
2025-10-31 16:00:00,2025-10-31,16:00:00,16,Friday,12.2,0.0,37,26.3
2025-10-31 17:00:00,2025-10-31,17:00:00,17,Friday,11.6,0.0,24,20.6
2025-10-31 18:00:00,2025-10-31,18:00:00,18,Friday,11.7,0.0,55,22.3
2025-10-31 19:00:00,2025-10-31,19:00:00,19,Friday,11.5,0.0,13,21.6
2025-10-31 20:00:00,2025-10-31,20:00:00,20,Friday,11.3,0.0,28,22.9
2025-10-31 21:00:00,2025-10-31,21:00:00,21,Friday,10.8,0.0,4,20.4
2025-10-31 22:00:00,2025-10-31,22:00:00,22,Friday,10.2,0.0,2,18.8
2025-10-31 23:00:00,2025-10-31,23:00:00,23,Friday,9.8,0.0,11,19.7
2025-11-01 00:00:00,2025-11-01,00:00:00,0,Saturday,9.2,0.0,2,18.9
2025-11-01 01:00:00,2025-11-01,01:00:00,1,Saturday,9.2,0.0,1,19.1
2025-11-01 02:00:00,2025-11-01,02:00:00,2,Saturday,8.9,0.0,0,18.9
2025-11-01 03:00:00,2025-11-01,03:00:00,3,Saturday,8.4,0.0,1,17.1
2025-11-01 04:00:00,2025-11-01,04:00:00,4,Saturday,8.0,0.0,0,16.9
2025-11-01 05:00:00,2025-11-01,05:00:00,5,Saturday,7.8,0.0,0,15.6
2025-11-01 06:00:00,2025-11-01,06:00:00,6,Saturday,7.5,0.0,31,14.1
2025-11-01 07:00:00,2025-11-01,07:00:00,7,Saturday,8.2,0.0,52,13.9
2025-11-01 08:00:00,2025-11-01,08:00:00,8,Saturday,9.3,0.0,40,12.2
2025-11-01 09:00:00,2025-11-01,09:00:00,9,Saturday,10.7,0.0,16,13.0
2025-11-01 10:00:00,2025-11-01,10:00:00,10,Saturday,11.6,0.0,55,20.1
2025-11-01 11:00:00,2025-11-01,11:00:00,11,Saturday,12.6,0.0,80,21.0
2025-11-01 12:00:00,2025-11-01,12:00:00,12,Saturday,13.9,0.0,55,22.0
2025-11-01 13:00:00,2025-11-01,13:00:00,13,Saturday,14.1,0.0,32,21.8
2025-11-01 14:00:00,2025-11-01,14:00:00,14,Saturday,14.3,0.0,33,21.3
2025-11-01 15:00:00,2025-11-01,15:00:00,15,Saturday,14.0,0.0,23,17.3
2025-11-01 16:00:00,2025-11-01,16:00:00,16,Saturday,12.9,0.0,24,14.3
2025-11-01 17:00:00,2025-11-01,17:00:00,17,Saturday,11.2,0.0,73,9.7
2025-11-01 18:00:00,2025-11-01,18:00:00,18,Saturday,9.5,0.0,24,5.5
2025-11-01 19:00:00,2025-11-01,19:00:00,19,Saturday,8.9,0.0,35,5.0
2025-11-01 20:00:00,2025-11-01,20:00:00,20,Saturday,8.3,0.0,84,4.2
2025-11-01 21:00:00,2025-11-01,21:00:00,21,Saturday,7.8,0.0,91,4.9
2025-11-01 22:00:00,2025-11-01,22:00:00,22,Saturday,7.6,0.0,99,5.8
2025-11-01 23:00:00,2025-11-01,23:00:00,23,Saturday,7.5,0.0,99,6.2
2025-11-02 00:00:00,2025-11-02,00:00:00,0,Sunday,7.0,0.0,96,5.8
2025-11-02 01:00:00,2025-11-02,01:00:00,1,Sunday,6.0,0.0,100,5.2
2025-11-02 02:00:00,2025-11-02,02:00:00,2,Sunday,5.2,0.0,46,4.0
2025-11-02 03:00:00,2025-11-02,03:00:00,3,Sunday,5.1,0.0,9,1.8
2025-11-02 04:00:00,2025-11-02,04:00:00,4,Sunday,4.7,0.0,6,2.3
2025-11-02 05:00:00,2025-11-02,05:00:00,5,Sunday,4.2,0.0,0,4.1
2025-11-02 06:00:00,2025-11-02,06:00:00,6,Sunday,4.0,0.0,11,4.5
2025-11-02 07:00:00,2025-11-02,07:00:00,7,Sunday,3.9,0.0,9,3.1
2025-11-02 08:00:00,2025-11-02,08:00:00,8,Sunday,5.3,0.0,34,3.7
2025-11-02 09:00:00,2025-11-02,09:00:00,9,Sunday,7.6,0.0,6,1.9
2025-11-02 10:00:00,2025-11-02,10:00:00,10,Sunday,9.7,0.0,2,1.7
2025-11-02 11:00:00,2025-11-02,11:00:00,11,Sunday,11.3,0.0,0,1.9
2025-11-02 12:00:00,2025-11-02,12:00:00,12,Sunday,12.4,0.0,0,4.5
2025-11-02 13:00:00,2025-11-02,13:00:00,13,Sunday,13.9,0.0,11,7.1
2025-11-02 14:00:00,2025-11-02,14:00:00,14,Sunday,14.5,0.0,9,7.8
2025-11-02 15:00:00,2025-11-02,15:00:00,15,Sunday,14.8,0.0,1,8.4
2025-11-02 16:00:00,2025-11-02,16:00:00,16,Sunday,13.8,0.0,16,9.3
2025-11-02 17:00:00,2025-11-02,17:00:00,17,Sunday,11.7,0.0,99,7.2
2025-11-02 18:00:00,2025-11-02,18:00:00,18,Sunday,10.5,0.0,99,5.4
2025-11-02 19:00:00,2025-11-02,19:00:00,19,Sunday,10.2,0.0,100,5.5
2025-11-02 20:00:00,2025-11-02,20:00:00,20,Sunday,9.7,0.0,100,4.5
2025-11-02 21:00:00,2025-11-02,21:00:00,21,Sunday,9.4,0.0,100,4.4
2025-11-02 22:00:00,2025-11-02,22:00:00,22,Sunday,8.9,0.0,100,4.5
2025-11-02 23:00:00,2025-11-02,23:00:00,23,Sunday,8.5,0.0,100,4.8
2025-11-03 00:00:00,2025-11-03,00:00:00,0,Monday,8.0,0.0,12,2.4
2025-11-03 01:00:00,2025-11-03,01:00:00,1,Monday,7.0,0.0,22,2.9
2025-11-03 02:00:00,2025-11-03,02:00:00,2,Monday,6.3,0.0,82,2.6
2025-11-03 03:00:00,2025-11-03,03:00:00,3,Monday,6.1,0.0,100,3.8
2025-11-03 04:00:00,2025-11-03,04:00:00,4,Monday,6.6,0.0,100,1.7
2025-11-03 05:00:00,2025-11-03,05:00:00,5,Monday,6.3,0.0,100,2.4
2025-11-03 06:00:00,2025-11-03,06:00:00,6,Monday,6.3,0.0,100,2.8
2025-11-03 07:00:00,2025-11-03,07:00:00,7,Monday,6.4,0.0,100,0.5
2025-11-03 08:00:00,2025-11-03,08:00:00,8,Monday,7.0,0.0,100,4.7
2025-11-03 09:00:00,2025-11-03,09:00:00,9,Monday,9.5,0.0,21,2.7
2025-11-03 10:00:00,2025-11-03,10:00:00,10,Monday,12.5,0.0,82,2.8
2025-11-03 11:00:00,2025-11-03,11:00:00,11,Monday,13.6,0.0,100,4.6
2025-11-03 12:00:00,2025-11-03,12:00:00,12,Monday,13.3,0.0,100,7.0
2025-11-03 13:00:00,2025-11-03,13:00:00,13,Monday,13.9,0.0,100,7.3
2025-11-03 14:00:00,2025-11-03,14:00:00,14,Monday,13.3,0.0,100,5.6
2025-11-03 15:00:00,2025-11-03,15:00:00,15,Monday,12.9,0.0,98,4.7
2025-11-03 16:00:00,2025-11-03,16:00:00,16,Monday,12.7,0.0,70,6.9
2025-11-03 17:00:00,2025-11-03,17:00:00,17,Monday,11.0,0.0,99,6.3
2025-11-03 18:00:00,2025-11-03,18:00:00,18,Monday,11.4,0.0,98,8.8
2025-11-03 19:00:00,2025-11-03,19:00:00,19,Monday,12.2,0.0,100,11.7
2025-11-03 20:00:00,2025-11-03,20:00:00,20,Monday,12.0,0.1,38,14.2
2025-11-03 21:00:00,2025-11-03,21:00:00,21,Monday,11.9,0.0,0,16.3
2025-11-03 22:00:00,2025-11-03,22:00:00,22,Monday,11.2,0.0,0,16.3
2025-11-03 23:00:00,2025-11-03,23:00:00,23,Monday,10.5,0.0,2,17.3
2025-11-04 00:00:00,2025-11-04,00:00:00,0,Tuesday,10.0,0.0,2,17.8
2025-11-04 01:00:00,2025-11-04,01:00:00,1,Tuesday,9.8,0.0,3,18.0
2025-11-04 02:00:00,2025-11-04,02:00:00,2,Tuesday,9.4,0.0,2,18.2
2025-11-04 03:00:00,2025-11-04,03:00:00,3,Tuesday,8.9,0.0,0,16.3
2025-11-04 04:00:00,2025-11-04,04:00:00,4,Tuesday,8.5,0.0,1,16.0
2025-11-04 05:00:00,2025-11-04,05:00:00,5,Tuesday,8.2,0.0,2,14.5
2025-11-04 06:00:00,2025-11-04,06:00:00,6,Tuesday,7.9,0.0,2,14.3
2025-11-04 07:00:00,2025-11-04,07:00:00,7,Tuesday,8.4,0.0,0,14.1
2025-11-04 08:00:00,2025-11-04,08:00:00,8,Tuesday,9.5,0.0,0,14.0
2025-11-04 09:00:00,2025-11-04,09:00:00,9,Tuesday,10.8,0.0,0,14.0
2025-11-04 10:00:00,2025-11-04,10:00:00,10,Tuesday,11.9,0.0,0,18.0
2025-11-04 11:00:00,2025-11-04,11:00:00,11,Tuesday,12.7,0.0,4,19.3
2025-11-04 12:00:00,2025-11-04,12:00:00,12,Tuesday,13.3,0.0,53,21.0
2025-11-04 13:00:00,2025-11-04,13:00:00,13,Tuesday,14.6,0.0,1,19.3
2025-11-04 14:00:00,2025-11-04,14:00:00,14,Tuesday,14.8,0.0,32,23.1
2025-11-04 15:00:00,2025-11-04,15:00:00,15,Tuesday,14.6,0.0,0,14.4
2025-11-04 16:00:00,2025-11-04,16:00:00,16,Tuesday,14.0,0.0,1,11.7
2025-11-04 17:00:00,2025-11-04,17:00:00,17,Tuesday,12.2,0.0,0,10.5
2025-11-04 18:00:00,2025-11-04,18:00:00,18,Tuesday,11.3,0.0,0,9.1
2025-11-04 19:00:00,2025-11-04,19:00:00,19,Tuesday,10.5,0.0,0,9.5
2025-11-04 20:00:00,2025-11-04,20:00:00,20,Tuesday,10.1,0.0,1,10.2
2025-11-04 21:00:00,2025-11-04,21:00:00,21,Tuesday,9.3,0.0,0,8.8
2025-11-04 22:00:00,2025-11-04,22:00:00,22,Tuesday,8.3,0.0,0,6.9
2025-11-04 23:00:00,2025-11-04,23:00:00,23,Tuesday,7.6,0.0,0,6.7
2025-11-05 00:00:00,2025-11-05,00:00:00,0,Wednesday,6.9,0.0,0,6.5
2025-11-05 01:00:00,2025-11-05,01:00:00,1,Wednesday,6.0,0.0,29,6.4
2025-11-05 02:00:00,2025-11-05,02:00:00,2,Wednesday,5.3,0.0,1,5.6
2025-11-05 03:00:00,2025-11-05,03:00:00,3,Wednesday,5.0,0.0,47,5.5
2025-11-05 04:00:00,2025-11-05,04:00:00,4,Wednesday,4.4,0.0,20,5.3
2025-11-05 05:00:00,2025-11-05,05:00:00,5,Wednesday,4.0,0.0,5,5.2
2025-11-05 06:00:00,2025-11-05,06:00:00,6,Wednesday,3.9,0.0,41,4.9
2025-11-05 07:00:00,2025-11-05,07:00:00,7,Wednesday,4.7,0.0,72,5.9
2025-11-05 08:00:00,2025-11-05,08:00:00,8,Wednesday,6.3,0.0,100,7.1
2025-11-05 09:00:00,2025-11-05,09:00:00,9,Wednesday,7.4,0.0,94,6.0
