datetime,date,time,hour,day_of_week,temperature_celsius,rain_mm,cloud_cover_percent,wind_speed_kmh
2025-11-05 10:00:00,2025-11-05,10:00:00,10,Wednesday,9.7,0.0,82,5.4
2025-11-05 11:00:00,2025-11-05,11:00:00,11,Wednesday,12.5,0.0,75,7.6
2025-11-05 12:00:00,2025-11-05,12:00:00,12,Wednesday,14.9,0.0,67,11.1
2025-11-05 13:00:00,2025-11-05,13:00:00,13,Wednesday,17.0,0.0,68,15.0
2025-11-05 14:00:00,2025-11-05,14:00:00,14,Wednesday,18.1,0.0,80,13.2
2025-11-05 15:00:00,2025-11-05,15:00:00,15,Wednesday,18.2,0.0,99,12.8
2025-11-05 16:00:00,2025-11-05,16:00:00,16,Wednesday,17.1,0.0,97,15.6
2025-11-05 17:00:00,2025-11-05,17:00:00,17,Wednesday,15.9,0.0,100,15.3
2025-11-05 18:00:00,2025-11-05,18:00:00,18,Wednesday,15.5,0.0,85,16.6
2025-11-05 19:00:00,2025-11-05,19:00:00,19,Wednesday,15.6,0.0,46,17.8
2025-11-05 20:00:00,2025-11-05,20:00:00,20,Wednesday,16.1,0.0,34,18.9
2025-11-05 21:00:00,2025-11-05,21:00:00,21,Wednesday,16.4,0.0,80,19.5
2025-11-05 22:00:00,2025-11-05,22:00:00,22,Wednesday,15.6,0.0,97,20.6
2025-11-05 23:00:00,2025-11-05,23:00:00,23,Wednesday,13.6,1.6,100,19.4
2025-11-06 00:00:00,2025-11-06,00:00:00,0,Thursday,12.5,0.0,2,20.7
2025-11-06 01:00:00,2025-11-06,01:00:00,1,Thursday,11.4,0.0,15,23.4
2025-11-06 02:00:00,2025-11-06,02:00:00,2,Thursday,10.1,0.0,1,22.4
2025-11-06 03:00:00,2025-11-06,03:00:00,3,Thursday,9.0,0.0,56,21.9
2025-11-06 04:00:00,2025-11-06,04:00:00,4,Thursday,8.4,0.0,38,19.0
2025-11-06 05:00:00,2025-11-06,05:00:00,5,Thursday,7.9,0.0,27,16.5
2025-11-06 06:00:00,2025-11-06,06:00:00,6,Thursday,7.5,0.0,28,14.3
2025-11-06 07:00:00,2025-11-06,07:00:00,7,Thursday,7.8,0.0,9,15.0
2025-11-06 08:00:00,2025-11-06,08:00:00,8,Thursday,8.6,0.0,9,12.8
2025-11-06 09:00:00,2025-11-06,09:00:00,9,Thursday,9.4,0.0,3,17.6
2025-11-06 10:00:00,2025-11-06,10:00:00,10,Thursday,10.3,0.0,23,22.4
2025-11-06 11:00:00,2025-11-06,11:00:00,11,Thursday,11.1,0.0,58,22.8
2025-11-06 12:00:00,2025-11-06,12:00:00,12,Thursday,11.4,0.0,46,21.9
2025-11-06 13:00:00,2025-11-06,13:00:00,13,Thursday,11.6,0.0,100,20.7
2025-11-06 14:00:00,2025-11-06,14:00:00,14,Thursday,11.4,0.0,89,20.1
2025-11-06 15:00:00,2025-11-06,15:00:00,15,Thursday,10.9,0.0,75,18.7
2025-11-06 16:00:00,2025-11-06,16:00:00,16,Thursday,10.3,0.0,5,14.7
2025-11-06 17:00:00,2025-11-06,17:00:00,17,Thursday,8.9,0.0,19,8.8
2025-11-06 18:00:00,2025-11-06,18:00:00,18,Thursday,7.9,0.0,100,6.4
2025-11-06 19:00:00,2025-11-06,19:00:00,19,Thursday,7.1,0.0,100,7.8
2025-11-06 20:00:00,2025-11-06,20:00:00,20,Thursday,6.6,0.0,100,5.7
2025-11-06 21:00:00,2025-11-06,21:00:00,21,Thursday,5.8,0.0,80,4.1
2025-11-06 22:00:00,2025-11-06,22:00:00,22,Thursday,5.2,0.0,55,1.9
2025-11-06 23:00:00,2025-11-06,23:00:00,23,Thursday,4.8,0.0,27,1.4
2025-11-07 00:00:00,2025-11-07,00:00:00,0,Friday,4.1,0.0,86,2.1
2025-11-07 01:00:00,2025-11-07,01:00:00,1,Friday,3.2,0.0,80,3.5
2025-11-07 02:00:00,2025-11-07,02:00:00,2,Friday,2.3,0.0,84,3.2
2025-11-07 03:00:00,2025-11-07,03:00:00,3,Friday,1.9,0.0,100,3.3
2025-11-07 04:00:00,2025-11-07,04:00:00,4,Friday,1.8,0.0,98,2.6
2025-11-07 05:00:00,2025-11-07,05:00:00,5,Friday,1.6,0.0,33,1.8
2025-11-07 06:00:00,2025-11-07,06:00:00,6,Friday,1.7,0.0,52,2.1
2025-11-07 07:00:00,2025-11-07,07:00:00,7,Friday,2.7,0.0,98,1.9
2025-11-07 08:00:00,2025-11-07,08:00:00,8,Friday,4.5,0.0,100,5.8
2025-11-07 09:00:00,2025-11-07,09:00:00,9,Friday,6.9,0.0,100,2.0
2025-11-07 10:00:00,2025-11-07,10:00:00,10,Friday,8.9,0.0,99,5.6
2025-11-07 11:00:00,2025-11-07,11:00:00,11,Friday,11.1,0.0,100,9.2
2025-11-07 12:00:00,2025-11-07,12:00:00,12,Friday,12.8,0.0,96,11.5
2025-11-07 13:00:00,2025-11-07,13:00:00,13,Friday,14.5,0.0,100,17.1
2025-11-07 14:00:00,2025-11-07,14:00:00,14,Friday,15.2,0.0,100,18.0
2025-11-07 15:00:00,2025-11-07,15:00:00,15,Friday,15.3,0.0,100,17.3
2025-11-07 16:00:00,2025-11-07,16:00:00,16,Friday,14.0,0.0,100,18.2
2025-11-07 17:00:00,2025-11-07,17:00:00,17,Friday,13.2,0.0,100,16.8
2025-11-07 18:00:00,2025-11-07,18:00:00,18,Friday,12.8,0.0,100,14.2
2025-11-07 19:00:00,2025-11-07,19:00:00,19,Friday,12.6,0.0,100,14.1
2025-11-07 20:00:00,2025-11-07,20:00:00,20,Friday,12.9,0.0,100,13.6
2025-11-07 21:00:00,2025-11-07,21:00:00,21,Friday,13.2,0.0,100,14.2
2025-11-07 22:00:00,2025-11-07,22:00:00,22,Friday,13.3,0.0,100,14.8
2025-11-07 23:00:00,2025-11-07,23:00:00,23,Friday,13.5,0.0,100,15.2
2025-11-08 00:00:00,2025-11-08,00:00:00,0,Saturday,13.2,0.1,100,13.0
2025-11-08 01:00:00,2025-11-08,01:00:00,1,Saturday,12.5,0.4,100,13.8
2025-11-08 02:00:00,2025-11-08,02:00:00,2,Saturday,12.3,1.2,90,13.9
2025-11-08 03:00:00,2025-11-08,03:00:00,3,Saturday,12.2,1.0,100,11.5
2025-11-08 04:00:00,2025-11-08,04:00:00,4,Saturday,12.2,1.1,100,10.2
2025-11-08 05:00:00,2025-11-08,05:00:00,5,Saturday,12.1,0.4,100,9.8
2025-11-08 06:00:00,2025-11-08,06:00:00,6,Saturday,11.7,0.4,100,8.4
2025-11-08 07:00:00,2025-11-08,07:00:00,7,Saturday,12.0,0.2,94,9.6
2025-11-08 08:00:00,2025-11-08,08:00:00,8,Saturday,12.8,0.0,97,9.4
2025-11-08 09:00:00,2025-11-08,09:00:00,9,Saturday,13.8,0.0,1,6.3
2025-11-08 10:00:00,2025-11-08,10:00:00,10,Saturday,15.6,0.0,0,8.3
2025-11-08 11:00:00,2025-11-08,11:00:00,11,Saturday,16.5,0.0,0,7.7
2025-11-08 12:00:00,2025-11-08,12:00:00,12,Saturday,17.2,0.0,0,8.0
2025-11-08 13:00:00,2025-11-08,13:00:00,13,Saturday,18.1,0.0,5,9.6
2025-11-08 14:00:00,2025-11-08,14:00:00,14,Saturday,18.4,0.0,3,8.7
2025-11-08 15:00:00,2025-11-08,15:00:00,15,Saturday,18.2,0.0,17,8.6
2025-11-08 16:00:00,2025-11-08,16:00:00,16,Saturday,17.0,0.0,37,4.3
2025-11-08 17:00:00,2025-11-08,17:00:00,17,Saturday,15.4,0.0,68,1.8
2025-11-08 18:00:00,2025-11-08,18:00:00,18,Saturday,14.4,0.0,100,2.2
2025-11-08 19:00:00,2025-11-08,19:00:00,19,Saturday,13.1,0.0,100,3.1
2025-11-08 20:00:00,2025-11-08,20:00:00,20,Saturday,12.5,0.0,100,4.2
2025-11-08 21:00:00,2025-11-08,21:00:00,21,Saturday,12.1,0.0,100,5.0
2025-11-08 22:00:00,2025-11-08,22:00:00,22,Saturday,11.8,0.0,99,5.8
2025-11-08 23:00:00,2025-11-08,23:00:00,23,Saturday,11.4,0.0,55,5.9
2025-11-09 00:00:00,2025-11-09,00:00:00,0,Sunday,11.1,0.0,77,6.5
2025-11-09 01:00:00,2025-11-09,01:00:00,1,Sunday,10.5,0.0,27,2.8
2025-11-09 02:00:00,2025-11-09,02:00:00,2,Sunday,9.5,0.0,42,2.3
2025-11-09 03:00:00,2025-11-09,03:00:00,3,Sunday,9.1,0.0,28,1.9
2025-11-09 04:00:00,2025-11-09,04:00:00,4,Sunday,8.4,0.0,56,1.9
2025-11-09 05:00:00,2025-11-09,05:00:00,5,Sunday,9.0,0.0,43,2.8
2025-11-09 06:00:00,2025-11-09,06:00:00,6,Sunday,9.2,0.0,66,3.2
2025-11-09 07:00:00,2025-11-09,07:00:00,7,Sunday,9.7,0.0,25,2.1
2025-11-09 08:00:00,2025-11-09,08:00:00,8,Sunday,10.8,0.0,66,4.9
2025-11-09 09:00:00,2025-11-09,09:00:00,9,Sunday,13.2,0.0,100,3.6
2025-11-09 10:00:00,2025-11-09,10:00:00,10,Sunday,14.0,0.0,100,3.3
2025-11-09 11:00:00,2025-11-09,11:00:00,11,Sunday,15.5,0.0,100,13.6
2025-11-09 12:00:00,2025-11-09,12:00:00,12,Sunday,15.2,0.0,100,12.4
2025-11-09 13:00:00,2025-11-09,13:00:00,13,Sunday,15.1,0.0,99,12.8
2025-11-09 14:00:00,2025-11-09,14:00:00,14,Sunday,16.2,0.0,98,16.5
2025-11-09 15:00:00,2025-11-09,15:00:00,15,Sunday,15.7,0.0,96,13.5
2025-11-09 16:00:00,2025-11-09,16:00:00,16,Sunday,15.3,0.1,100,12.4
2025-11-09 17:00:00,2025-11-09,17:00:00,17,Sunday,14.8,0.0,100,9.6
2025-11-09 18:00:00,2025-11-09,18:00:00,18,Sunday,14.7,0.1,100,5.4
2025-11-09 19:00:00,2025-11-09,19:00:00,19,Sunday,14.4,0.0,100,3.1
2025-11-09 20:00:00,2025-11-09,20:00:00,20,Sunday,14.1,0.0,100,3.2
2025-11-09 21:00:00,2025-11-09,21:00:00,21,Sunday,13.7,0.0,100,2.4
2025-11-09 22:00:00,2025-11-09,22:00:00,22,Sunday,13.5,0.0,100,2.3
2025-11-09 23:00:00,2025-11-09,23:00:00,23,Sunday,13.7,0.1,100,4.3
2025-11-10 00:00:00,2025-11-10,00:00:00,0,Monday,13.4,1.0,100,6.2
2025-11-10 01:00:00,2025-11-10,01:00:00,1,Monday,13.3,1.4,100,10.0
2025-11-10 02:00:00,2025-11-10,02:00:00,2,Monday,13.0,2.0,100,9.9
2025-11-10 03:00:00,2025-11-10,03:00:00,3,Monday,12.8,1.8,100,9.8
2025-11-10 04:00:00,2025-11-10,04:00:00,4,Monday,12.5,0.1,100,5.9
2025-11-10 05:00:00,2025-11-10,05:00:00,5,Monday,11.8,0.0,100,1.7
2025-11-10 06:00:00,2025-11-10,06:00:00,6,Monday,11.7,0.5,100,4.4
2025-11-10 07:00:00,2025-11-10,07:00:00,7,Monday,11.7,0.3,100,3.4
2025-11-10 08:00:00,2025-11-10,08:00:00,8,Monday,11.9,0.0,78,3.9
2025-11-10 09:00:00,2025-11-10,09:00:00,9,Monday,12.8,0.1,100,5.1
2025-11-10 10:00:00,2025-11-10,10:00:00,10,Monday,12.5,0.2,100,7.0
2025-11-10 11:00:00,2025-11-10,11:00:00,11,Monday,12.1,0.5,100,12.7
2025-11-10 12:00:00,2025-11-10,12:00:00,12,Monday,11.1,3.1,92,12.2
2025-11-10 13:00:00,2025-11-10,13:00:00,13,Monday,10.4,0.3,100,11.9
2025-11-10 14:00:00,2025-11-10,14:00:00,14,Monday,10.4,0.5,68,10.7
2025-11-10 15:00:00,2025-11-10,15:00:00,15,Monday,10.5,0.0,31,13.3
2025-11-10 16:00:00,2025-11-10,16:00:00,16,Monday,9.0,0.0,26,15.7
2025-11-10 17:00:00,2025-11-10,17:00:00,17,Monday,6.6,0.0,15,17.3
2025-11-10 18:00:00,2025-11-10,18:00:00,18,Monday,5.1,0.0,4,17.2
2025-11-10 19:00:00,2025-11-10,19:00:00,19,Monday,4.2,0.0,1,15.9
2025-11-10 20:00:00,2025-11-10,20:00:00,20,Monday,3.3,0.0,0,14.7
2025-11-10 21:00:00,2025-11-10,21:00:00,21,Monday,2.5,0.0,20,14.4
2025-11-10 22:00:00,2025-11-10,22:00:00,22,Monday,2.1,0.0,98,16.3
2025-11-10 23:00:00,2025-11-10,23:00:00,23,Monday,1.6,0.0,66,16.7
2025-11-11 00:00:00,2025-11-11,00:00:00,0,Tuesday,1.1,0.0,5,15.4
2025-11-11 01:00:00,2025-11-11,01:00:00,1,Tuesday,0.9,0.0,17,15.1
2025-11-11 02:00:00,2025-11-11,02:00:00,2,Tuesday,0.6,0.0,17,12.7
2025-11-11 03:00:00,2025-11-11,03:00:00,3,Tuesday,0.7,0.0,92,11.3
2025-11-11 04:00:00,2025-11-11,04:00:00,4,Tuesday,0.7,0.0,84,10.6
2025-11-11 05:00:00,2025-11-11,05:00:00,5,Tuesday,0.8,0.0,100,10.3
2025-11-11 06:00:00,2025-11-11,06:00:00,6,Tuesday,1.0,0.0,100,13.8
2025-11-11 07:00:00,2025-11-11,07:00:00,7,Tuesday,1.0,0.0,23,15.2
2025-11-11 08:00:00,2025-11-11,08:00:00,8,Tuesday,1.3,0.0,18,16.2
2025-11-11 09:00:00,2025-11-11,09:00:00,9,Tuesday,2.0,0.0,84,24.2
2025-11-11 10:00:00,2025-11-11,10:00:00,10,Tuesday,2.4,0.0,76,24.3
2025-11-11 11:00:00,2025-11-11,11:00:00,11,Tuesday,2.3,0.0,97,23.0
2025-11-11 12:00:00,2025-11-11,12:00:00,12,Tuesday,2.4,0.0,46,23.6
2025-11-11 13:00:00,2025-11-11,13:00:00,13,Tuesday,3.5,0.0,100,28.2
2025-11-11 14:00:00,2025-11-11,14:00:00,14,Tuesday,3.0,0.0,98,23.9
2025-11-11 15:00:00,2025-11-11,15:00:00,15,Tuesday,4.0,0.0,97,24.9
2025-11-11 16:00:00,2025-11-11,16:00:00,16,Tuesday,4.2,0.0,45,19.9
2025-11-11 17:00:00,2025-11-11,17:00:00,17,Tuesday,3.7,0.0,60,17.4
2025-11-11 18:00:00,2025-11-11,18:00:00,18,Tuesday,3.4,0.0,76,17.8
2025-11-11 19:00:00,2025-11-11,19:00:00,19,Tuesday,3.5,0.0,100,19.0
2025-11-11 20:00:00,2025-11-11,20:00:00,20,Tuesday,3.8,0.0,82,19.3
2025-11-11 21:00:00,2025-11-11,21:00:00,21,Tuesday,3.6,0.0,45,16.2
2025-11-11 22:00:00,2025-11-11,22:00:00,22,Tuesday,3.2,0.0,55,14.7
2025-11-11 23:00:00,2025-11-11,23:00:00,23,Tuesday,2.7,0.0,48,15.6
2025-11-12 00:00:00,2025-11-12,00:00:00,0,Wednesday,2.4,0.0,74,14.7
2025-11-12 01:00:00,2025-11-12,01:00:00,1,Wednesday,2.4,0.0,95,14.8
2025-11-12 02:00:00,2025-11-12,02:00:00,2,Wednesday,2.3,0.0,100,14.5
2025-11-12 03:00:00,2025-11-12,03:00:00,3,Wednesday,2.4,0.0,100,13.5
2025-11-12 04:00:00,2025-11-12,04:00:00,4,Wednesday,2.4,0.0,100,12.5
2025-11-12 05:00:00,2025-11-12,05:00:00,5,Wednesday,2.4,0.0,100,12.7
2025-11-12 06:00:00,2025-11-12,06:00:00,6,Wednesday,2.3,0.0,40,9.8
2025-11-12 07:00:00,2025-11-12,07:00:00,7,Wednesday,2.1,0.0,93,5.8
2025-11-12 08:00:00,2025-11-12,08:00:00,8,Wednesday,3.2,0.0,98,8.6
2025-11-12 09:00:00,2025-11-12,09:00:00,9,Wednesday,4.1,0.0,99,8.0
2025-11-12 10:00:00,2025-11-12,10:00:00,10,Wednesday,5.0,0.0,100,8.3
2025-11-12 11:00:00,2025-11-12,11:00:00,11,Wednesday,6.2,0.0,100,7.3
2025-11-12 12:00:00,2025-11-12,12:00:00,12,Wednesday,7.2,0.0,97,7.3
2025-11-12 13:00:00,2025-11-12,13:00:00,13,Wednesday,9.0,0.0,50,14.4
2025-11-12 14:00:00,2025-11-12,14:00:00,14,Wednesday,9.1,0.0,100,14.8
2025-11-12 15:00:00,2025-11-12,15:00:00,15,Wednesday,8.2,0.0,98,7.1
2025-11-12 16:00:00,2025-11-12,16:00:00,16,Wednesday,8.4,0.0,100,10.7
2025-11-12 17:00:00,2025-11-12,17:00:00,17,Wednesday,8.1,0.0,99,9.5
2025-11-12 18:00:00,2025-11-12,18:00:00,18,Wednesday,7.6,0.0,20,8.8
2025-11-12 19:00:00,2025-11-12,19:00:00,19,Wednesday,7.5,0.0,99,13.0
2025-11-12 20:00:00,2025-11-12,20:00:00,20,Wednesday,8.3,0.0,100,12.6
2025-11-12 21:00:00,2025-11-12,21:00:00,21,Wednesday,8.3,0.0,73,12.4
2025-11-12 22:00:00,2025-11-12,22:00:00,22,Wednesday,7.9,0.0,3,13.7
2025-11-12 23:00:00,2025-11-12,23:00:00,23,Wednesday,7.2,0.0,7,12.4
2025-11-13 00:00:00,2025-11-13,00:00:00,0,Thursday,6.4,0.0,14,11.8
2025-11-13 01:00:00,2025-11-13,01:00:00,1,Thursday,6.3,0.0,2,12.4
2025-11-13 02:00:00,2025-11-13,02:00:00,2,Thursday,6.2,0.0,36,12.0
2025-11-13 03:00:00,2025-11-13,03:00:00,3,Thursday,6.4,0.0,1,14.1
2025-11-13 04:00:00,2025-11-13,04:00:00,4,Thursday,6.5,0.0,0,13.0
2025-11-13 05:00:00,2025-11-13,05:00:00,5,Thursday,6.2,0.0,1,12.1
2025-11-13 06:00:00,2025-11-13,06:00:00,6,Thursday,5.6,0.0,86,11.1
2025-11-13 07:00:00,2025-11-13,07:00:00,7,Thursday,6.7,0.0,19,12.6
2025-11-13 08:00:00,2025-11-13,08:00:00,8,Thursday,7.5,0.0,18,14.3
2025-11-13 09:00:00,2025-11-13,09:00:00,9,Thursday,8.8,0.0,68,13.7
2025-11-13 10:00:00,2025-11-13,10:00:00,10,Thursday,7.4,0.1,97,17.2
2025-11-13 11:00:00,2025-11-13,11:00:00,11,Thursday,7.1,1.2,82,14.8
2025-11-13 12:00:00,2025-11-13,12:00:00,12,Thursday,8.1,0.5,7,11.7
2025-11-13 13:00:00,2025-11-13,13:00:00,13,Thursday,9.9,0.0,77,19.8
2025-11-13 14:00:00,2025-11-13,14:00:00,14,Thursday,10.3,0.0,24,21.1
2025-11-13 15:00:00,2025-11-13,15:00:00,15,Thursday,9.6,0.0,20,19.3
2025-11-13 16:00:00,2025-11-13,16:00:00,16,Thursday,8.8,0.0,9,17.8
2025-11-13 17:00:00,2025-11-13,17:00:00,17,Thursday,7.5,0.0,1,13.8
2025-11-13 18:00:00,2025-11-13,18:00:00,18,Thursday,6.8,0.0,2,11.1
2025-11-13 19:00:00,2025-11-13,19:00:00,19,Thursday,6.5,0.0,0,7.5
2025-11-13 20:00:00,2025-11-13,20:00:00,20,Thursday,6.3,0.0,0,10.5
2025-11-13 21:00:00,2025-11-13,21:00:00,21,Thursday,5.8,0.0,10,9.1
2025-11-13 22:00:00,2025-11-13,22:00:00,22,Thursday,4.9,0.0,24,6.8
2025-11-13 23:00:00,2025-11-13,23:00:00,23,Thursday,4.0,0.0,38,4.9
2025-11-14 00:00:00,2025-11-14,00:00:00,0,Friday,4.1,0.0,6,7.5
2025-11-14 01:00:00,2025-11-14,01:00:00,1,Friday,4.4,0.0,3,10.8
2025-11-14 02:00:00,2025-11-14,02:00:00,2,Friday,4.4,0.0,2,12.5
2025-11-14 03:00:00,2025-11-14,03:00:00,3,Friday,4.1,0.0,0,11.5
2025-11-14 04:00:00,2025-11-14,04:00:00,4,Friday,3.6,0.0,0,10.4
2025-11-14 05:00:00,2025-11-14,05:00:00,5,Friday,3.2,0.0,0,10.2
2025-11-14 06:00:00,2025-11-14,06:00:00,6,Friday,2.9,0.0,0,10.8
2025-11-14 07:00:00,2025-11-14,07:00:00,7,Friday,2.8,0.0,0,8.7
2025-11-14 08:00:00,2025-11-14,08:00:00,8,Friday,3.9,0.0,0,9.6
2025-11-14 09:00:00,2025-11-14,09:00:00,9,Friday,5.7,0.0,2,7.7
2025-11-14 10:00:00,2025-11-14,10:00:00,10,Friday,7.5,0.0,24,10.4
2025-11-14 11:00:00,2025-11-14,11:00:00,11,Friday,9.0,0.0,78,16.0
2025-11-14 12:00:00,2025-11-14,12:00:00,12,Friday,9.3,0.0,98,15.5
2025-11-14 13:00:00,2025-11-14,13:00:00,13,Friday,9.4,0.0,100,13.4
2025-11-14 14:00:00,2025-11-14,14:00:00,14,Friday,10.0,0.0,100,16.5
2025-11-14 15:00:00,2025-11-14,15:00:00,15,Friday,9.5,0.0,100,9.7
2025-11-14 16:00:00,2025-11-14,16:00:00,16,Friday,9.1,0.0,100,7.2
2025-11-14 17:00:00,2025-11-14,17:00:00,17,Friday,7.8,0.0,100,5.3
2025-11-14 18:00:00,2025-11-14,18:00:00,18,Friday,7.5,0.0,100,6.2
2025-11-14 19:00:00,2025-11-14,19:00:00,19,Friday,6.8,0.0,36,5.2
2025-11-14 20:00:00,2025-11-14,20:00:00,20,Friday,6.8,0.0,5,8.1
