datetime,heart_rate,stress_level,body_battery
2025-11-18T09:06:00.000Z,,13,18
2025-11-18T09:07:00.000Z,,9,18
2025-11-18T09:08:00.000Z,,9,18
2025-11-18T09:09:00.000Z,,8,18
2025-11-18T09:10:00.000Z,68,,
2025-11-18T09:10:00.000Z,,8,19
2025-11-18T09:11:00.000Z,69,,
2025-11-18T09:11:00.000Z,,8,19
2025-11-18T09:12:00.000Z,,10,19
2025-11-18T09:13:00.000Z,,9,19
2025-11-18T09:14:00.000Z,,9,19
2025-11-18T09:15:00.000Z,,9,19
2025-11-18T09:16:00.000Z,,14,19
2025-11-18T09:17:00.000Z,,10,19
2025-11-18T09:18:00.000Z,68,,
2025-11-18T09:18:00.000Z,,9,19
2025-11-18T09:19:00.000Z,70,,
2025-11-18T09:19:00.000Z,,10,19
2025-11-18T09:20:00.000Z,,9,20
2025-11-18T09:21:00.000Z,,10,20
2025-11-18T09:22:00.000Z,69,,
2025-11-18T09:22:00.000Z,,8,21
2025-11-18T09:23:00.000Z,,13,21
2025-11-18T09:24:00.000Z,68,,
2025-11-18T09:24:00.000Z,,8,21
2025-11-18T09:25:00.000Z,69,,
2025-11-18T09:25:00.000Z,,9,21
2025-11-18T09:26:00.000Z,70,,
2025-11-18T09:26:00.000Z,,17,21
2025-11-18T09:27:00.000Z,81,,
2025-11-18T09:27:00.000Z,,39,21
2025-11-18T09:28:00.000Z,74,,
2025-11-18T09:28:00.000Z,,19,21
2025-11-18T09:29:00.000Z,81,,
2025-11-18T09:29:00.000Z,,40,21
2025-11-18T09:30:00.000Z,77,,
2025-11-18T09:30:00.000Z,,13,21
2025-11-18T09:31:00.000Z,74,,
2025-11-18T09:31:00.000Z,,16,22
2025-11-18T09:32:00.000Z,75,,
2025-11-18T09:32:00.000Z,,12,22
2025-11-18T09:33:00.000Z,72,,
2025-11-18T09:33:00.000Z,,10,22
2025-11-18T09:34:00.000Z,76,,
2025-11-18T09:34:00.000Z,,24,22
2025-11-18T09:35:00.000Z,75,,
2025-11-18T09:35:00.000Z,,16,22
2025-11-18T09:36:00.000Z,74,,
2025-11-18T09:36:00.000Z,,13,22
2025-11-18T09:37:00.000Z,72,,
2025-11-18T09:37:00.000Z,,10,22
2025-11-18T09:38:00.000Z,71,,
2025-11-18T09:38:00.000Z,,9,23
2025-11-18T09:39:00.000Z,72,,
2025-11-18T09:39:00.000Z,,21,23
2025-11-18T09:40:00.000Z,,12,23
2025-11-18T09:41:00.000Z,,11,23
2025-11-18T09:42:00.000Z,70,,
2025-11-18T09:42:00.000Z,,10,23
2025-11-18T09:43:00.000Z,,10,23
2025-11-18T09:44:00.000Z,,13,23
2025-11-18T09:45:00.000Z,71,,
2025-11-18T09:45:00.000Z,,,
2025-11-18T09:45:00.000Z,,10,23
2025-11-18T09:46:00.000Z,73,,
2025-11-18T09:46:00.000Z,,,
2025-11-18T09:46:00.000Z,,14,24
2025-11-18T09:47:00.000Z,80,,
2025-11-18T09:47:00.000Z,,8,24
2025-11-18T09:48:00.000Z,69,,
2025-11-18T09:48:00.000Z,,6,24
2025-11-18T09:49:00.000Z,65,,
2025-11-18T09:49:00.000Z,,12,24
2025-11-18T09:50:00.000Z,66,,
2025-11-18T09:50:00.000Z,,16,24
2025-11-18T09:51:00.000Z,,16,24
2025-11-18T09:52:00.000Z,65,,
2025-11-18T09:52:00.000Z,,13,25
2025-11-18T09:53:00.000Z,66,,
2025-11-18T09:53:00.000Z,,14,25
2025-11-18T09:54:00.000Z,65,,
2025-11-18T09:54:00.000Z,,13,25
2025-11-18T09:55:00.000Z,,13,25
2025-11-18T09:56:00.000Z,,17,25
2025-11-18T09:57:00.000Z,66,,
2025-11-18T09:57:00.000Z,,17,25
2025-11-18T09:58:00.000Z,,18,26
2025-11-18T09:59:00.000Z,,16,26
2025-11-18T10:00:00.000Z,,,
2025-11-18T10:00:00.000Z,,15,26
2025-11-18T10:01:00.000Z,,18,26
2025-11-18T10:02:00.000Z,67,,
2025-11-18T10:02:00.000Z,,,
2025-11-18T10:02:00.000Z,,11,26
2025-11-18T10:03:00.000Z,65,,
2025-11-18T10:03:00.000Z,,7,27
2025-11-18T10:04:00.000Z,,,
2025-11-18T10:04:00.000Z,,8,27
2025-11-18T10:05:00.000Z,,6,27
2025-11-18T10:06:00.000Z,,10,27
2025-11-18T10:07:00.000Z,,9,28
2025-11-18T10:08:00.000Z,66,,
2025-11-18T10:08:00.000Z,,14,28
2025-11-18T10:09:00.000Z,,15,28
2025-11-18T10:10:00.000Z,65,,
2025-11-18T10:10:00.000Z,,12,28
2025-11-18T10:11:00.000Z,66,,
2025-11-18T10:11:00.000Z,,15,28
2025-11-18T10:12:00.000Z,,13,28
2025-11-18T10:13:00.000Z,65,,
2025-11-18T10:13:00.000Z,,11,29
2025-11-18T10:14:00.000Z,,7,29
2025-11-18T10:15:00.000Z,,5,29
2025-11-18T10:16:00.000Z,,6,30
2025-11-18T10:17:00.000Z,,5,30
2025-11-18T10:18:00.000Z,,6,30
2025-11-18T10:19:00.000Z,,7,30
2025-11-18T10:20:00.000Z,,8,30
2025-11-18T10:21:00.000Z,,10,30
2025-11-18T10:22:00.000Z,,6,31
2025-11-18T10:23:00.000Z,,9,31
2025-11-18T10:24:00.000Z,64,,
2025-11-18T10:24:00.000Z,,4,31
2025-11-18T10:25:00.000Z,,6,32
2025-11-18T10:26:00.000Z,,8,32
2025-11-18T10:27:00.000Z,65,,
2025-11-18T10:27:00.000Z,,7,32
2025-11-18T10:28:00.000Z,64,,
2025-11-18T10:28:00.000Z,,6,33
2025-11-18T10:29:00.000Z,65,,
2025-11-18T10:29:00.000Z,,6,33
2025-11-18T10:30:00.000Z,,8,33
2025-11-18T10:31:00.000Z,,7,34
2025-11-18T10:32:00.000Z,66,,
2025-11-18T10:32:00.000Z,,6,34
2025-11-18T10:33:00.000Z,65,,
2025-11-18T10:33:00.000Z,,9,34
2025-11-18T10:34:00.000Z,,9,34
2025-11-18T10:35:00.000Z,,9,34
2025-11-18T10:36:00.000Z,,6,35
2025-11-18T10:37:00.000Z,,,
2025-11-18T10:37:00.000Z,,6,35
2025-11-18T10:38:00.000Z,68,,
2025-11-18T10:38:00.000Z,,,
2025-11-18T10:38:00.000Z,,9,36
2025-11-18T10:39:00.000Z,64,,
2025-11-18T10:39:00.000Z,,6,36
2025-11-18T10:40:00.000Z,63,,
2025-11-18T10:40:00.000Z,,,
2025-11-18T10:40:00.000Z,,1,36
2025-11-18T10:41:00.000Z,62,,
2025-11-18T10:41:00.000Z,,,
2025-11-18T10:41:00.000Z,,7,36
2025-11-18T10:42:00.000Z,,7,36
2025-11-18T10:43:00.000Z,63,,
2025-11-18T10:43:00.000Z,,14,37
2025-11-18T10:44:00.000Z,64,,
2025-11-18T10:44:00.000Z,,17,37
2025-11-18T10:45:00.000Z,67,,
2025-11-18T10:45:00.000Z,,20,37
2025-11-18T10:46:00.000Z,69,,
2025-11-18T10:46:00.000Z,,23,37
2025-11-18T10:47:00.000Z,68,,
2025-11-18T10:47:00.000Z,,23,37
2025-11-18T10:48:00.000Z,67,,
2025-11-18T10:48:00.000Z,,17,38
2025-11-18T10:49:00.000Z,66,,
2025-11-18T10:49:00.000Z,,18,38
2025-11-18T10:50:00.000Z,68,,
2025-11-18T10:50:00.000Z,,21,38
2025-11-18T10:51:00.000Z,,20,38
2025-11-18T10:52:00.000Z,69,,
2025-11-18T10:52:00.000Z,,23,38
2025-11-18T10:53:00.000Z,68,,
2025-11-18T10:53:00.000Z,,21,38
2025-11-18T10:54:00.000Z,67,,
2025-11-18T10:54:00.000Z,,17,38
2025-11-18T10:55:00.000Z,,16,39
2025-11-18T10:56:00.000Z,,14,39
2025-11-18T10:57:00.000Z,66,,
2025-11-18T10:57:00.000Z,,15,39
2025-11-18T10:58:00.000Z,65,,
2025-11-18T10:58:00.000Z,,15,40
2025-11-18T10:59:00.000Z,66,,
2025-11-18T10:59:00.000Z,,10,40
2025-11-18T11:00:00.000Z,65,,
2025-11-18T11:00:00.000Z,,15,40
2025-11-18T11:01:00.000Z,66,,
2025-11-18T11:01:00.000Z,,15,40
2025-11-18T11:02:00.000Z,67,,
2025-11-18T11:02:00.000Z,,,
2025-11-18T11:02:00.000Z,,19,40
2025-11-18T11:03:00.000Z,,16,40
2025-11-18T11:04:00.000Z,66,,
2025-11-18T11:04:00.000Z,,,
2025-11-18T11:04:00.000Z,,20,40
2025-11-18T11:05:00.000Z,71,,
2025-11-18T11:05:00.000Z,,,
2025-11-18T11:05:00.000Z,,18,41
2025-11-18T11:06:00.000Z,67,,
2025-11-18T11:06:00.000Z,,7,41
2025-11-18T11:07:00.000Z,65,,
2025-11-18T11:07:00.000Z,,14,41
2025-11-18T11:08:00.000Z,,14,41
2025-11-18T11:09:00.000Z,,16,41
2025-11-18T11:10:00.000Z,,16,42
2025-11-18T11:11:00.000Z,,16,42
2025-11-18T11:12:00.000Z,66,,
2025-11-18T11:12:00.000Z,,15,42
2025-11-18T11:13:00.000Z,65,,
2025-11-18T11:13:00.000Z,,15,42
2025-11-18T11:14:00.000Z,,12,43
2025-11-18T11:15:00.000Z,,15,43
2025-11-18T11:16:00.000Z,,11,43
2025-11-18T11:17:00.000Z,,,
2025-11-18T11:17:00.000Z,,14,43
2025-11-18T11:18:00.000Z,,10,44
2025-11-18T11:19:00.000Z,66,,
2025-11-18T11:19:00.000Z,,10,44
2025-11-18T11:20:00.000Z,,,
2025-11-18T11:20:00.000Z,,8,44
2025-11-18T11:21:00.000Z,64,,
2025-11-18T11:21:00.000Z,,6,45
2025-11-18T11:22:00.000Z,63,,
2025-11-18T11:22:00.000Z,,,
2025-11-18T11:22:00.000Z,,8,45
2025-11-18T11:23:00.000Z,65,,
2025-11-18T11:23:00.000Z,,,
2025-11-18T11:23:00.000Z,,13,45
2025-11-18T11:24:00.000Z,66,,
2025-11-18T11:24:00.000Z,,10,45
2025-11-18T11:25:00.000Z,65,,
2025-11-18T11:25:00.000Z,,22,45
2025-11-18T11:26:00.000Z,,22,45
2025-11-18T11:27:00.000Z,,21,45
2025-11-18T11:28:00.000Z,66,,
2025-11-18T11:28:00.000Z,,20,46
2025-11-18T11:29:00.000Z,,16,46
2025-11-18T11:30:00.000Z,,19,46
2025-11-18T11:31:00.000Z,,19,47
2025-11-18T11:32:00.000Z,,16,47
2025-11-18T11:33:00.000Z,,,
2025-11-18T11:33:00.000Z,,19,47
2025-11-18T11:34:00.000Z,,14,48
2025-11-18T11:35:00.000Z,69,,
2025-11-18T11:35:00.000Z,,,
2025-11-18T11:35:00.000Z,,7,48
2025-11-18T11:36:00.000Z,65,,
2025-11-18T11:36:00.000Z,,8,48
2025-11-18T11:37:00.000Z,66,,
2025-11-18T11:37:00.000Z,,13,48
2025-11-18T11:38:00.000Z,67,,
2025-11-18T11:38:00.000Z,,13,48
2025-11-18T11:39:00.000Z,66,,
2025-11-18T11:39:00.000Z,,17,48
2025-11-18T11:40:00.000Z,,13,49
2025-11-18T11:41:00.000Z,65,,
2025-11-18T11:41:00.000Z,,11,49
2025-11-18T11:42:00.000Z,,12,49
2025-11-18T11:43:00.000Z,66,,
2025-11-18T11:43:00.000Z,,15,50
2025-11-18T11:44:00.000Z,65,,
2025-11-18T11:44:00.000Z,,12,50
2025-11-18T11:45:00.000Z,,,
2025-11-18T11:45:00.000Z,,6,50
2025-11-18T11:46:00.000Z,,15,50
2025-11-18T11:47:00.000Z,67,,
2025-11-18T11:47:00.000Z,,,
2025-11-18T11:47:00.000Z,,5,50
2025-11-18T11:48:00.000Z,66,,
2025-11-18T11:48:00.000Z,,4,52
2025-11-18T11:49:00.000Z,67,,
2025-11-18T11:49:00.000Z,,9,52
2025-11-18T11:50:00.000Z,66,,
2025-11-18T11:50:00.000Z,,7,52
2025-11-18T11:51:00.000Z,67,,
2025-11-18T11:51:00.000Z,,10,52
2025-11-18T11:52:00.000Z,68,,
2025-11-18T11:52:00.000Z,,11,52
2025-11-18T11:53:00.000Z,66,,
2025-11-18T11:53:00.000Z,,7,53
2025-11-18T11:54:00.000Z,69,,
2025-11-18T11:54:00.000Z,,13,53
2025-11-18T11:55:00.000Z,,13,53
2025-11-18T11:56:00.000Z,68,,
2025-11-18T11:56:00.000Z,,10,53
2025-11-18T11:57:00.000Z,,11,53
2025-11-18T11:58:00.000Z,67,,
2025-11-18T11:58:00.000Z,,12,53
2025-11-18T11:59:00.000Z,69,,
2025-11-18T11:59:00.000Z,,9,53
2025-11-18T12:00:00.000Z,70,,
2025-11-18T12:00:00.000Z,,12,53
2025-11-18T12:01:00.000Z,69,,
2025-11-18T12:01:00.000Z,,9,54
2025-11-18T12:02:00.000Z,,16,54
2025-11-18T12:03:00.000Z,71,,
2025-11-18T12:03:00.000Z,,,
2025-11-18T12:03:00.000Z,,16,54
2025-11-18T12:04:00.000Z,74,,
2025-11-18T12:04:00.000Z,,,
2025-11-18T12:04:00.000Z,,17,54
2025-11-18T12:05:00.000Z,70,,
2025-11-18T12:05:00.000Z,,8,54
2025-11-18T12:06:00.000Z,68,,
2025-11-18T12:06:00.000Z,,6,54
2025-11-18T12:07:00.000Z,,8,55
2025-11-18T12:08:00.000Z,67,,
2025-11-18T12:08:00.000Z,,9,55
2025-11-18T12:09:00.000Z,68,,
2025-11-18T12:09:00.000Z,,10,55
2025-11-18T12:10:00.000Z,,10,56
2025-11-18T12:11:00.000Z,69,,
2025-11-18T12:11:00.000Z,,,
2025-11-18T12:11:00.000Z,,9,56
2025-11-18T12:12:00.000Z,,9,56
2025-11-18T12:13:00.000Z,71,,
2025-11-18T12:13:00.000Z,,,
2025-11-18T12:13:00.000Z,,16,56
2025-11-18T12:14:00.000Z,66,,
2025-11-18T12:14:00.000Z,,9,56
2025-11-18T12:15:00.000Z,,5,57
2025-11-18T12:16:00.000Z,,7,57
2025-11-18T12:17:00.000Z,65,,
2025-11-18T12:17:00.000Z,,3,57
2025-11-18T12:18:00.000Z,,6,57
2025-11-18T12:19:00.000Z,67,,
2025-11-18T12:19:00.000Z,,9,57
2025-11-18T12:20:00.000Z,64,,
2025-11-18T12:20:00.000Z,,,
2025-11-18T12:20:00.000Z,,7,57
2025-11-18T12:21:00.000Z,72,,
2025-11-18T12:21:00.000Z,,,
2025-11-18T12:21:00.000Z,,15,58
2025-11-18T12:22:00.000Z,68,,
2025-11-18T12:22:00.000Z,,8,58
2025-11-18T12:23:00.000Z,66,,
2025-11-18T12:23:00.000Z,,7,58
2025-11-18T12:24:00.000Z,68,,
2025-11-18T12:24:00.000Z,,,
2025-11-18T12:24:00.000Z,,12,58
2025-11-18T12:25:00.000Z,70,,
2025-11-18T12:25:00.000Z,,,
2025-11-18T12:25:00.000Z,,15,59
2025-11-18T12:26:00.000Z,72,,
2025-11-18T12:26:00.000Z,,18,59
2025-11-18T12:27:00.000Z,69,,
2025-11-18T12:27:00.000Z,,17,59
2025-11-18T12:28:00.000Z,67,,
2025-11-18T12:28:00.000Z,,14,59
2025-11-18T12:29:00.000Z,,11,59
2025-11-18T12:30:00.000Z,66,,
2025-11-18T12:30:00.000Z,,9,59
2025-11-18T12:31:00.000Z,,10,60
2025-11-18T12:32:00.000Z,,9,60
2025-11-18T12:33:00.000Z,,10,60
2025-11-18T12:34:00.000Z,,11,60
2025-11-18T12:35:00.000Z,,,
2025-11-18T12:35:00.000Z,,10,60
2025-11-18T12:36:00.000Z,,11,60
2025-11-18T12:37:00.000Z,,10,61
2025-11-18T12:38:00.000Z,71,,
2025-11-18T12:38:00.000Z,,11,61
2025-11-18T12:39:00.000Z,84,,
2025-11-18T12:39:00.000Z,,65534,61
2025-11-18T12:40:00.000Z,82,,
2025-11-18T12:40:00.000Z,,27,61
2025-11-18T12:41:00.000Z,84,,
2025-11-18T12:41:00.000Z,,24,61
2025-11-18T12:42:00.000Z,94,,
2025-11-18T12:42:00.000Z,,,
2025-11-18T12:42:00.000Z,,71,61
2025-11-18T12:43:00.000Z,114,,
2025-11-18T12:43:00.000Z,,,
2025-11-18T12:43:00.000Z,,61,61
2025-11-18T12:44:00.000Z,111,,
2025-11-18T12:44:00.000Z,,,
2025-11-18T12:44:00.000Z,,65534,61
2025-11-18T12:45:00.000Z,97,,
2025-11-18T12:45:00.000Z,,,
2025-11-18T12:45:00.000Z,,78,61
2025-11-18T12:46:00.000Z,,,
2025-11-18T12:46:00.000Z,,81,61
2025-11-18T12:47:00.000Z,99,,
2025-11-18T12:47:00.000Z,,,
2025-11-18T12:47:00.000Z,,65534,61
2025-11-18T12:48:00.000Z,,76,61
2025-11-18T12:49:00.000Z,92,,
2025-11-18T12:49:00.000Z,,65,61
2025-11-18T12:50:00.000Z,96,,
2025-11-18T12:50:00.000Z,,79,61
2025-11-18T12:51:00.000Z,97,,
2025-11-18T12:51:00.000Z,,,
2025-11-18T12:51:00.000Z,,82,59
2025-11-18T12:52:00.000Z,98,,
2025-11-18T12:52:00.000Z,,,
2025-11-18T12:52:00.000Z,,84,59
2025-11-18T12:53:00.000Z,97,,
2025-11-18T12:53:00.000Z,,81,59
2025-11-18T12:54:00.000Z,93,,
2025-11-18T12:54:00.000Z,,54,59
2025-11-18T12:55:00.000Z,89,,
2025-11-18T12:55:00.000Z,,,
2025-11-18T12:55:00.000Z,,69,59
2025-11-18T12:56:00.000Z,97,,
2025-11-18T12:56:00.000Z,,65534,58
2025-11-18T12:57:00.000Z,106,,
2025-11-18T12:57:00.000Z,,,
2025-11-18T12:57:00.000Z,,65534,58
2025-11-18T12:58:00.000Z,101,,
2025-11-18T12:58:00.000Z,,,
2025-11-18T12:58:00.000Z,,74,58
2025-11-18T12:59:00.000Z,103,,
2025-11-18T12:59:00.000Z,,65534,58
2025-11-18T13:00:00.000Z,104,,
2025-11-18T13:00:00.000Z,,,
2025-11-18T13:00:00.000Z,,65534,58
2025-11-18T13:01:00.000Z,105,,
2025-11-18T13:01:00.000Z,,,
2025-11-18T13:01:00.000Z,,65534,58
2025-11-18T13:02:00.000Z,,,
2025-11-18T13:02:00.000Z,,65534,58
2025-11-18T13:03:00.000Z,104,,
2025-11-18T13:03:00.000Z,,,
2025-11-18T13:03:00.000Z,,65534,58
2025-11-18T13:04:00.000Z,110,,
2025-11-18T13:04:00.000Z,,65534,58
2025-11-18T13:05:00.000Z,108,,
2025-11-18T13:05:00.000Z,,65534,58
2025-11-18T13:06:00.000Z,109,,
2025-11-18T13:06:00.000Z,,,
2025-11-18T13:06:00.000Z,,79,57
2025-11-18T13:07:00.000Z,111,,
2025-11-18T13:07:00.000Z,,,
2025-11-18T13:07:00.000Z,,65534,57
2025-11-18T13:08:00.000Z,106,,
2025-11-18T13:08:00.000Z,,83,57
2025-11-18T13:09:00.000Z,88,,
2025-11-18T13:09:00.000Z,,,
2025-11-18T13:09:00.000Z,,51,57
2025-11-18T13:10:00.000Z,83,,
2025-11-18T13:10:00.000Z,,49,57
2025-11-18T13:11:00.000Z,,32,57
2025-11-18T13:12:00.000Z,80,,
2025-11-18T13:12:00.000Z,,,
2025-11-18T13:12:00.000Z,,39,57
2025-11-18T13:13:00.000Z,82,,
2025-11-18T13:13:00.000Z,,,
2025-11-18T13:13:00.000Z,,57,57
2025-11-18T13:14:00.000Z,81,,
2025-11-18T13:14:00.000Z,,,
2025-11-18T13:14:00.000Z,,31,56
2025-11-18T13:15:00.000Z,78,,
2025-11-18T13:15:00.000Z,,,
2025-11-18T13:15:00.000Z,,25,56
2025-11-18T13:16:00.000Z,75,,
2025-11-18T13:16:00.000Z,,23,56
2025-11-18T13:17:00.000Z,77,,
2025-11-18T13:17:00.000Z,,,
2025-11-18T13:17:00.000Z,,22,56
2025-11-18T13:18:00.000Z,,31,56
2025-11-18T13:19:00.000Z,78,,
2025-11-18T13:19:00.000Z,,36,56
2025-11-18T13:20:00.000Z,79,,
2025-11-18T13:20:00.000Z,,32,56
2025-11-18T13:21:00.000Z,77,,
2025-11-18T13:21:00.000Z,,,
2025-11-18T13:21:00.000Z,,25,56
2025-11-18T13:22:00.000Z,82,,
2025-11-18T13:22:00.000Z,,44,56
2025-11-18T13:23:00.000Z,96,,
2025-11-18T13:23:00.000Z,,,
2025-11-18T13:23:00.000Z,,65534,56
2025-11-18T13:24:00.000Z,102,,
2025-11-18T13:24:00.000Z,,,
2025-11-18T13:24:00.000Z,,65534,56
2025-11-18T13:25:00.000Z,,65534,56
2025-11-18T13:26:00.000Z,86,,
2025-11-18T13:26:00.000Z,,,
2025-11-18T13:26:00.000Z,,23,56
2025-11-18T13:27:00.000Z,74,,
2025-11-18T13:27:00.000Z,,20,56
2025-11-18T13:28:00.000Z,72,,
2025-11-18T13:28:00.000Z,,,
2025-11-18T13:28:00.000Z,,24,56
2025-11-18T13:29:00.000Z,,,
2025-11-18T13:29:00.000Z,,22,56
2025-11-18T13:30:00.000Z,,,
2025-11-18T13:30:00.000Z,,27,56
2025-11-18T13:31:00.000Z,69,,
2025-11-18T13:31:00.000Z,,,
2025-11-18T13:31:00.000Z,,21,55
2025-11-18T13:32:00.000Z,,16,55
2025-11-18T13:33:00.000Z,70,,
2025-11-18T13:33:00.000Z,,,
2025-11-18T13:33:00.000Z,,18,55
2025-11-18T13:34:00.000Z,,18,55
2025-11-18T13:35:00.000Z,71,,
2025-11-18T13:35:00.000Z,,22,55
2025-11-18T13:36:00.000Z,,23,55
2025-11-18T13:37:00.000Z,72,,
2025-11-18T13:37:00.000Z,,25,55
2025-11-18T13:38:00.000Z,,27,55
2025-11-18T13:39:00.000Z,,24,55
2025-11-18T13:40:00.000Z,,20,55
2025-11-18T13:41:00.000Z,73,,
2025-11-18T13:41:00.000Z,,,
2025-11-18T13:41:00.000Z,,22,55
2025-11-18T13:42:00.000Z,77,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,20,55
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:42:00.000Z,,,
2025-11-18T13:43:00.000Z,90,,
2025-11-18T13:43:00.000Z,,48,55
2025-11-18T13:44:00.000Z,84,,
2025-11-18T13:44:00.000Z,,,
2025-11-18T13:44:00.000Z,,45,55
2025-11-18T13:45:00.000Z,82,,
2025-11-18T13:45:00.000Z,,,
2025-11-18T13:45:00.000Z,,30,55
2025-11-18T13:46:00.000Z,79,,
